History Key,Source,Provider,Programme,Call ID,Topic ID,Title,Type,URL,Opened,Deadline,First Seen,Last Seen,Seen Snapshots,Seen Count,Currently Matched,Last Status,Last Urgency,Last Days,Score,Matched Terms,Theme
esa-star|1-13657|192547|https://esastar-publication-ext.sso.esa.int/esatenderactions/details/192547|strategic advocacy facility,ESA-star,ESA,,1-13657,192547,STRATEGIC ADVOCACY FACILITY,Open Competition,https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/192547,2026-09-10,2026-10-23,2026-09-10,2026-09-11,2026-09-10;2026-09-11,2,yes,Issued,GREEN - due >30 days,42,6,"earth action, eo, learning","The Strategic Advocacy Facility is a strategic Action Readiness instrument within ESA's Earth Action framework that enables the translation of EO innovation, science and applications into sustained operational uptake and impact, particularly within the impact finance ecosystem of International Financial Institutions, climate and environmental funds, and developing-country stakeholders. The Facility combines programme-level impact measurement and evidence generation, strategic partnership engagement, institutional advisorysupport, country-level uptake assessment, strategic intelligence, advocacy and communication within a single integrated framework. Building on the legacy and assets of the G"
esa-star|1-13661|192610|https://esastar-publication-ext.sso.esa.int/esatenderactions/details/192610|project management controlling academy - expro plus,ESA-star,ESA,,1-13661,192610,PROJECT MANAGEMENT CONTROLLING ACADEMY - EXPRO PLUS,Open Competition,https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/192610,2026-09-02,2026-10-28,2026-09-10,2026-09-11,2026-09-10;2026-09-11,2,yes,Issued,GREEN - due >30 days,47,4,"learning, quality, training","The purpose of this Invitation to Tender (ITT) is to procure support services for the implementation of the PMC Academy covering training development, ramp-up and release activities, initial operational support, and hand-over of the Academy to an operating entity designated by ESA. Therefore, the Contractor shall support ESA in achieveing the following objectives:Developing and maintaining high-quality training programmes and associated learning material in accordance with the Academy framework established by ESA;Supporting the implementation of the Academy through a phased and wave-based deployment approach;Providing training coordination, administration, logistics and operational support f"
esa-star|1-13545|187367|https://esastar-publication-ext.sso.esa.int/esatenderactions/details/187367|stepping stone mission definition study,ESA-star,ESA,,1-13545,187367,STEPPING STONE MISSION DEFINITION STUDY,Open Competition,https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/187367,2026-07-21,2026-10-30,2026-09-10,2026-09-11,2026-09-10;2026-09-11,2,yes,Issued,GREEN - due >30 days,49,5,"earth observation, eo, quality, validation","Stepping Stone Missions are a new class of user driven Earth Observation missions designed to address gaps in the current EO ecosystem by delivering quality certified data and services tailored to environmental policy needs at European and global level. They build on and complement existing reference missions and infrastructures, while targeting observation domains and sampling requirements not adequately covered today. A key characteristic is their service oriented and commercially minded nature: missions are conceived from the outset to enable operational services, foster downstream applications, and evolve into scalable, privately operated constellations once their performance and utility"
esa-star|5-50187|186383|https://esastar-publication-ext.sso.esa.int/esatenderactions/details/186383|advancing sectoral emissions monitoring fcp - fixed call for proposals,ESA-star,ESA,,5-50187,186383,ADVANCING SECTORAL EMISSIONS MONITORING FCP - FIXED CALL FOR PROPOSALS,Call for Proposals,https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/186383,,,2026-09-10,2026-09-11,2026-09-10;2026-09-11,2,yes,Intended,BLUE - monitor/no deadline,,23,"ch4, emission monitoring, emissions monitoring, eo, greenhouse gas, methane, sectoral emissions","The Advancing Sectoral Emission Monitoring is a Fixed Call for Proposal for RD projects advancing the detection and quantificationof greenhouse gas (CH4, CO2 or other species with a radiative forcing effect) and air pollutants emissions for specific sectors. Targeted sectors are defined as in international and European policies (IPCC Guidelines for National Greenhouse Gas Inventories, EU-ETS, CBAM, main sectors contributing to global methane emissions, Industrial Emissions Portal Regulation, ...). The activity will alsovelop complementary sector-specific information such as activity data to produce EO-based policy-relevant information. The activityforesees the direct involvement of relevant"
esa-star|1-13597|190758|https://esastar-publication-ext.sso.esa.int/esatenderactions/details/190758|copernicus flight operations support service,ESA-star,ESA,,1-13597,190758,COPERNICUS FLIGHT OPERATIONS SUPPORT SERVICE,Open Competition,https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/190758,,,2026-09-10,2026-09-11,2026-09-10;2026-09-11,2,yes,Intended,BLUE - monitor/no deadline,,3,"Copernicus, onboard","This procurement covers the provision of Flight Operations Support Services for Copernicus missions operated by ESOC for the period2027-2032. The scope includes the support to all activities required for the preparation and execution of flight operations, such as routine operations, LEOP, commissioning, and end-of-life/deorbiting. It encompasses all key technical disciplines needed to ensuresafe and reliable operations.The service shall ensure continuity with the current contract through a structured phase-in, enabling a progressive ramp-up to full operational readiness. The service shall deliver the agility required to onboard the new Copernicus Expansion missions entrusted to ESOC while ma"
esa-star|1-13656|192546|https://esastar-publication-ext.sso.esa.int/esatenderactions/details/192546|ers-eo proof of concept to support enhanced protection of critical infrastructure,ESA-star,ESA,,1-13656,192546,ERS-EO PROOF OF CONCEPT TO SUPPORT ENHANCED PROTECTION OF CRITICAL INFRASTRUCTURE,Open Competition,https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/192546,,,2026-09-10,2026-09-11,2026-09-10;2026-09-11,2,yes,Intended,BLUE - monitor/no deadline,,7,"critical infrastructure, earth observation, eo, satellite","ERS-EO Proof of Concept on Critical Infrastructure ManagementThe ERS-EO Element 1 Critical Infrastructure Monitoring Prof of Concept is intended to demonstrate the step improvement for enhanced monitoring and management of critical infrastructure resulting from the effective combination of diverse EO and non-EO capabilities representative of the future Earth Observation Governmental Service (EOGS) capacity. In particular, the customization and fusion of these capabilities will generate significant improvements in tasking response, persistent data collection, information delivery latency, expanded information content andflexibility and adaptability in response to dynamic situations. In this c"
esa-star|1-13504|187373|https://esastar-publication-ext.sso.esa.int/esatenderactions/details/187373|ers-eo space resilience nodes user needs harmonisation study - expro+,ESA-star,ESA,,1-13504,187373,ERS-EO SPACE RESILIENCE NODES USER NEEDS HARMONISATION STUDY - EXPRO+,Open Competition,https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/187373,,,2026-09-10,2026-09-11,2026-09-10;2026-09-11,2,yes,Intended,BLUE - monitor/no deadline,,5,"disaster, earth observation, eo","As part of the European Resilience from Space - Earth Observation (ERS-EO) Element 2 Programme, and in line with the Space Resilience Node (SRN) Workplan 2026 approved on 26th February 2026, ESA intends to issue a competitive tender (ERS-SRN-02) for one (1) harmonization study (up to 300k, 5 - 12 months) which will consolidate the findings from individual SRN User Needs Studies (see Tender Action 1000046333). The objective of the study is to derive or confirm common user needs and requirements for SRNs to inform the SRN Reference Framework, and to identify gaps in space-enabled products to support SRN users' public protection and disaster response activities."
esa-star|1-13690|193773|https://esastar-publication-ext.sso.esa.int/esatenderactions/details/193773|he-esa-035-stage 1 egnos next: system of systems engineering trade-offs,ESA-star,ESA,,1-13690,193773,HE-ESA-035-STAGE 1 EGNOS NEXT: SYSTEM OF SYSTEMS ENGINEERING TRADE-OFFS,Open Competition,https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/193773,,,2026-09-10,2026-09-11,2026-09-10;2026-09-11,2,yes,Intended,BLUE - monitor/no deadline,,4,"quality, uav","HE-ESA-035 Stage 1 - EGNOS NEXT: System of Systems engineering trade-offsThe activity aims at performing system studies supporting the definition and future development of EGNOS as a system of segments providing complementary services (Rail, UAV, Automotive, Maritime) to the current version of EGNOS implementing ICAO standards. This activity belongs to Galileo/EGNOS Upstream RD which is part of the space component of Horizon Europe, under which, in line with the signed FFPA and relevant Contribution Agreement, ESA isdelegated by the European Commission to manage this activity. ESA adapted procurement rules will apply as per the ITT to be published (open Competition in 2 stages). ESA reserves"
esa-star|1-13490|186404|https://esastar-publication-ext.sso.esa.int/esatenderactions/details/186404|in-orbit experiment of quantum communication sources (artes 4.0 sl spl 3h.006) - on request,ESA-star,ESA,,1-13490,186404,IN-ORBIT EXPERIMENT OF QUANTUM COMMUNICATION SOURCES (ARTES 4.0 SL SPL 3H.006) - ON REQUEST,Open Competition,https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/186404,,,2026-09-10,2026-09-11,2026-09-10;2026-09-11,2,yes,Intended,BLUE - monitor/no deadline,,2,on-board,"Objective: Demonstrate the capability and feasibility of high-performance entangled photon sources and their monitoring testbed in space.TargetedImprovements:Creating a capability in Europe and Canada currently not present, to experiment with the operation andperformance of quantum communication sourcesin orbit, enabling future quantum communication systems.Description: Entangled photonsources are at the heart of many technological applications, including novel space-based quantum information networks (QIN).Demonstrating the capability and feasibility of high-performance entangled photon sources in space is an essential step to unlock these maturingtechnologies for emerging quantum communica"
esa-star|1-13643|192135|https://esastar-publication-ext.sso.esa.int/esatenderactions/details/192135|maintenance and evolution of the asgard library - expro+,ESA-star,ESA,,1-13643,192135,MAINTENANCE AND EVOLUTION OF THE ASGARD LIBRARY - EXPRO+,Open Competition,https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/192135,,,2026-09-10,2026-09-11,2026-09-10;2026-09-11,2,yes,Intended,BLUE - monitor/no deadline,,4,"earth observation, processing, validation","ASGARD library is a reusable software component providing the geometric computation services required by modern Earth Observation processing systems within the EOPF ecosystem. The primary objective of this activity is the operational qualification, maintenance, and evolution of ASGARD, including performance hardening, validation, and support to its downstream integration and use."
esa-star|1-13486|186396|https://esastar-publication-ext.sso.esa.int/esatenderactions/details/186396|sustainable mineral resources management - expro+,ESA-star,ESA,,1-13486,186396,SUSTAINABLE MINERAL RESOURCES MANAGEMENT - EXPRO+,Open Competition,https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/186396,,,2026-09-10,2026-09-11,2026-09-10;2026-09-11,2,yes,Intended,BLUE - monitor/no deadline,,7,"earth observation, eo, quality, water","Sustainable mineral resource management involves the responsible extraction, use, and conservation of mineral resources to meet present needs without compromising the ability of future generations to meet theirs. It emphasizes efficient mining practices, minimizing environmental impacts, and restoring ecosystems after extraction. An important component of this approach is the use of Earth observation technologies, which allow the detection of (critical earth) minerals, continuous monitoring of mining activities, land degradation and water quality. The development of novel EO solutions and tools improve transparency, support better decision-making, andhelp detect unsustainable practices in ne"
esa-star|1-13621|190749|https://esastar-publication-ext.sso.esa.int/esatenderactions/details/190749|t709-903ga self-healing architectures for cyber resilient ground segment systems (expro+),ESA-star,ESA,,1-13621,190749,T709-903GA SELF-HEALING ARCHITECTURES FOR CYBER RESILIENT GROUND SEGMENT SYSTEMS (EXPRO+),Open Competition,https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/190749,,,2026-09-10,2026-09-11,2026-09-10;2026-09-11,2,yes,Intended,BLUE - monitor/no deadline,,5,"autonomous, learning, machine learning, security","Today, mission ground segment systems face increasingly sophisticated and fast-movingcyber threats that can evade static or rule-based detection tools and overwhelm traditionalrecovery procedures. As attacks grow more pervasive, dynamic and subtle, currentapproaches, such as rule-based or ticket driven responses struggle to react at the requiredspeed, resulting in prolonged attacker dwelltime and potential disruption of critical missionoperations, if an attack is detected at all.Real-time automated responses or self-healing' mechanisms, such as fall-back tosecure/minimum configurations, runtime policy/rule change, trusted state reconstitution, orrapid tear-down and re-deploy of compromised s"
esa-star|1-13672|193149|https://esastar-publication-ext.sso.esa.int/esatenderactions/details/193149|user management service (um-ser),ESA-star,ESA,,1-13672,193149,USER MANAGEMENT SERVICE (UM-SER),Open Competition,https://esastar-publication-ext.sso.esa.int/ESATenderActions/details/193149,,,2026-09-10,2026-09-11,2026-09-10;2026-09-11,2,yes,Intended,BLUE - monitor/no deadline,,5,"ai, earth observation, quality","The User Management Service contract will encompass a comprehensive suite of offeringsdesigned to support and enhance user interactions and experience for ESA and Third PartyEO Missions.This service contract aims at integrating the User Communication and Information Portaltogether with the User Management functions, covered in the past by separate contracts,whereby ensuring autonomy to Industry in designing and using communication tools asadditional instrument to reach and stimulate a dynamic and variegated user community.The Information Portal is expected to provide seamless access to relevant content and data,Graphical and Editorial Servicesshall deliver visually engaging and professionall"
"eu funding & tenders|horizon-cl3-2026-02-cs-eccc|horizon-cl3-2026-02-cs-eccc-02|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl3-2026-02-cs-eccc-02|enhancing the security, privacy and robustness of ai models and systems (secureai)",EU Funding & Tenders,European Commission,Indirectly Managed Action by the ECCC (2026),HORIZON-CL3-2026-02-CS-ECCC,HORIZON-CL3-2026-02-CS-ECCC-02,"Enhancing the Security, Privacy and Robustness of AI Models and Systems (SecureAI)",HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL3-2026-02-CS-ECCC-02,2026-03-03,2026-09-15,2026-09-10,2026-09-11,2026-09-10;2026-09-11,2,yes,Open,RED - due <=7 days,4,12,"ai, critical infrastructure, deep learning, learning, provenance, security, training, validation","Enhancing the Security, Privacy and Robustness of AI Models and Systems (SecureAI) Enhancing the Security, Privacy and Robustness of AI Models and Systems (SecureAI) Enhancing the Security, Privacy and Robustness of AI Models and Systems (SecureAI) Expected Outcome: Proposals are expected to contribute to one or more of the following: Robust AI models and systems capable of resisting different classes of adversarial manipulation; Innovative defence mechanisms for AI models and systems against new attack families; Methodologies for detecting and mitigating attacks, such as data poisoning, backdoor exploitation and misclassification; AI systems leveraging privacy-enhancing technologies that ma"
eu funding & tenders|horizon-cl4-2026-03|horizon-cl4-2026-space-03-61|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl4-2026-space-03-61|scientific analysis and exploitation of space data,EU Funding & Tenders,European Commission,SPACE,HORIZON-CL4-2026-03,HORIZON-CL4-2026-SPACE-03-61,Scientific analysis and exploitation of space data,HORIZON Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL4-2026-SPACE-03-61,2026-03-10,2026-09-16,2026-09-10,2026-09-11,2026-09-10;2026-09-11,2,yes,Open,RED - due <=7 days,5,7,"artificial intelligence, edge, processing, satellite, validation","Scientific analysis and exploitation of space data Scientific analysis and exploitation of space data Scientific analysis and exploitation of space data Expected Outcome: Project results are expected to contribute to the following expected outcomes: European space science breakthroughs fostered by data analysis and exploitation of European missions (incl. low-cost/small satellite) and instruments, in conjunction, when relevant, with international missions. This data may also originate from European in-orbit validation experiments with a focus on space science and exploration. A higher number of European scientific publications based on space data, high-level data products made available thro"
eu funding & tenders|horizon-cl6-2026-01|horizon-cl6-2026-01-biodiv-05|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl6-2026-01-biodiv-05|advancing integrated scenarios and prediction models for informing transition to a nature positive society,EU Funding & Tenders,European Commission,Call 01 - single stage (2026),HORIZON-CL6-2026-01,HORIZON-CL6-2026-01-BIODIV-05,Advancing integrated scenarios and prediction models for informing transition to a nature positive society,HORIZON Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2026-01-BIODIV-05,2026-04-17,2026-09-17,2026-09-10,2026-09-11,2026-09-10;2026-09-11,2,yes,Open,RED - due <=7 days,6,11,"agriculture, biodiversity, futureeo, pollution, remote sensing, water","Advancing integrated scenarios and prediction models for informing transition to a nature positive society Advancing integrated scenarios and prediction models for informing transition to a nature positive society Advancing integrated scenarios and prediction models for informing transition to a nature positive society Expected Outcome: Project results are expected to contribute to all the following expected outcomes: advanced knowledge and understanding how ecosystems respond to multiple plausible futures shaped by human-induced pressures, supporting the design of long-term, nature positive and equitable policies; strengthened collaboration across bio-physical , socio-economic and humanitie"
eu funding & tenders|horizon-cl6-2026-01|horizon-cl6-2026-01-zeropollution-02|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl6-2026-01-zeropollution-02|bioremediation of ukraine’s ecosystems contaminated by conflicts,EU Funding & Tenders,European Commission,Call 01 - single stage (2026),HORIZON-CL6-2026-01,HORIZON-CL6-2026-01-ZEROPOLLUTION-02,Bioremediation of Ukraine’s ecosystems contaminated by conflicts,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2026-01-ZEROPOLLUTION-02,2026-04-17,2026-09-17,2026-09-10,2026-09-11,2026-09-10;2026-09-11,2,yes,Open,RED - due <=7 days,6,14,"ai, autonomous, biodiversity, pollution, quality, soil health, water","Bioremediation of Ukraine’s ecosystems contaminated by conflicts Bioremediation of Ukraine’s ecosystems contaminated by conflicts Bioremediation of Ukraine’s ecosystems contaminated by conflicts Expected Outcome: The actions funded under this topic should support communities, land managers, local administrators, policy makers, and researchers to deploy solutions contributing to the goals of the EU Nature Restoration Regulation and the new EU bioeconomy strategy, through techniques aligned to the Strategy for European Life Sciences and the EU Biotech Act. Project results are expected to contribute to all of the following expected outcomes: innovative biotechnology and Nature-based Solutions ("
eu funding & tenders|horizon-cl6-2026-01|horizon-cl6-2026-01-zeropollution-03|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl6-2026-01-zeropollution-03|developing managed aquifer recharge techniques (mar) in a rural context,EU Funding & Tenders,European Commission,Call 01 - single stage (2026),HORIZON-CL6-2026-01,HORIZON-CL6-2026-01-ZEROPOLLUTION-03,Developing managed aquifer recharge techniques (MAR) in a rural context,HORIZON Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2026-01-ZEROPOLLUTION-03,2026-04-17,2026-09-17,2026-09-10,2026-09-11,2026-09-10;2026-09-11,2,yes,Open,RED - due <=7 days,6,7,"agriculture, pollution, quality, river, water","Developing managed aquifer recharge techniques (MAR) in a rural context Developing managed aquifer recharge techniques (MAR) in a rural context Developing managed aquifer recharge techniques (MAR) in a rural context Expected Outcome: Project results are expected to contribute to all of the following expected outcomes: farmers have access to water supply from managed aquifer recharge systems and to appropriate business models to cope with longer and more intense periods of water scarcity due to climate change, while preserving the good status of ground water bodies; water ecosystems are healthier and more resilient to climate change, and water related ecosystem services are protected and stre"
"eu funding & tenders|horizon-cl6-2026-01|horizon-cl6-2026-01-biodiv-02|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl6-2026-01-biodiv-02|developing methods to assess the presence, functions and sensitivity of groundwater ecosystems",EU Funding & Tenders,European Commission,Call 01 - single stage (2026),HORIZON-CL6-2026-01,HORIZON-CL6-2026-01-BIODIV-02,"Developing methods to assess the presence, functions and sensitivity of groundwater ecosystems",HORIZON Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2026-01-BIODIV-02,2026-04-17,2026-09-17,2026-09-10,2026-09-11,2026-09-10;2026-09-11,2,yes,Open,RED - due <=7 days,6,11,"biodiversity, disaster, hydrological, pollution, quality, security, water","Developing methods to assess the presence, functions and sensitivity of groundwater ecosystems Developing methods to assess the presence, functions and sensitivity of groundwater ecosystems Developing methods to assess the presence, functions and sensitivity of groundwater ecosystems Expected Outcome: Project results are expected to contribute to all of the following expected outcomes: the knowledge of existing groundwater ecosystems [1] is improved, supporting policymakers and technical experts in assessments of their presence, functions and condition or status, and their role for climate change mitigation; society benefits from enhanced knowledge and awareness of pollution and overexploita"
eu funding & tenders|horizon-cl6-2026-01|horizon-cl6-2026-01-biodiv-04|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl6-2026-01-biodiv-04|ensuring continuous effectiveness of protected areas in conserving habitats and species while facing intensifying drivers of biodiversity loss,EU Funding & Tenders,European Commission,Call 01 - single stage (2026),HORIZON-CL6-2026-01,HORIZON-CL6-2026-01-BIODIV-04,Ensuring continuous effectiveness of protected areas in conserving habitats and species while facing intensifying drivers of biodiversity loss,HORIZON Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2026-01-BIODIV-04,2026-04-17,2026-09-17,2026-09-10,2026-09-11,2026-09-10;2026-09-11,2,yes,Open,RED - due <=7 days,6,3,"biodiversity, pollution","Ensuring continuous effectiveness of protected areas in conserving habitats and species while facing intensifying drivers of biodiversity loss Ensuring continuous effectiveness of protected areas in conserving habitats and species while facing intensifying drivers of biodiversity loss Ensuring continuous effectiveness of protected areas in conserving habitats and species while facing intensifying drivers of biodiversity loss Expected Outcome: Project results are expected to contribute to all the following expected outcomes: the effectiveness of the protection of habitats and species in protected areas is maintained even under intensifying impacts of the drivers of biodiversity loss, includin"
eu funding & tenders|horizon-cl6-2026-01|horizon-cl6-2026-01-biodiv-03|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl6-2026-01-biodiv-03|pushing the frontier of knowledge and conservation action for deep sea ecosystems,EU Funding & Tenders,European Commission,Call 01 - single stage (2026),HORIZON-CL6-2026-01,HORIZON-CL6-2026-01-BIODIV-03,Pushing the frontier of knowledge and conservation action for deep sea ecosystems,HORIZON Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2026-01-BIODIV-03,2026-04-17,2026-09-17,2026-09-10,2026-09-11,2026-09-10;2026-09-11,2,yes,Open,RED - due <=7 days,6,9,"apex, biodiversity, imaging, water","Pushing the frontier of knowledge and conservation action for deep sea ecosystems Pushing the frontier of knowledge and conservation action for deep sea ecosystems Pushing the frontier of knowledge and conservation action for deep sea ecosystems Expected Outcome: Project results are expected to contribute to all of the following expected outcomes: Member States and Associated Countries contribute to the implementation of area-based management tools, such as protection targets and adaptive management approaches for deep-sea regions under the Treaty on Biodiversity Beyond National Jurisdiction (BBNJ) and the Kunming-Montreal Global Biodiversity Framework (GBF), for Regional fisheries Managemen"
eu funding & tenders|horizon-cl6-2026-01|horizon-cl6-2026-01-zeropollution-01|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-cl6-2026-01-zeropollution-01|toward a comprehensive assessment of the disturbance of marine ecosystems by anthropogenic underwater noise,EU Funding & Tenders,European Commission,Call 01 - single stage (2026),HORIZON-CL6-2026-01,HORIZON-CL6-2026-01-ZEROPOLLUTION-01,Toward a comprehensive assessment of the disturbance of marine ecosystems by anthropogenic underwater noise,HORIZON Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-CL6-2026-01-ZEROPOLLUTION-01,2026-04-17,2026-09-17,2026-09-10,2026-09-11,2026-09-10;2026-09-11,2,yes,Open,RED - due <=7 days,6,3,"biodiversity, pollution","Toward a comprehensive assessment of the disturbance of marine ecosystems by anthropogenic underwater noise Toward a comprehensive assessment of the disturbance of marine ecosystems by anthropogenic underwater noise Toward a comprehensive assessment of the disturbance of marine ecosystems by anthropogenic underwater noise Expected Outcome: Project results are expected to contribute to all of the following expected outcomes: impacts of continuous and impulsive underwater noise levels on marine organisms and ecosystems, and the related ecosystem services they provide, including cumulative impacts with other pressures, are well understood, taking into account regional differences; environmental"
eu funding & tenders|life-2026-sap-env|life-2026-sap-env-environment|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/life-2026-sap-env-environment|circular economy and zero pollution,EU Funding & Tenders,European Commission,Circular Economy and Quality of Life - Standard Action Projects (SAP),LIFE-2026-SAP-ENV,LIFE-2026-SAP-ENV-ENVIRONMENT,Circular Economy and Zero Pollution,LIFE Project Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/LIFE-2026-SAP-ENV-ENVIRONMENT,2026-04-21,2026-09-22,2026-09-10,2026-09-11,2026-09-10;2026-09-11,2,yes,Open,ORANGE - due <=14 days,11,8,"air quality, pollution, quality, water","Circular Economy and Zero Pollution Circular Economy and Zero Pollution Circular Economy and Zero Pollution Expected Impact: Applicants are expected to define, calculate, explain and achieve the expected impacts as described in the Award criterion ‘Impact’ (see Call document section 2 and 9 ). Objective: The aim is to facilitate the transition toward a sustainable, circular, energy-efficient and climate-resilient economy, a toxic-free environment and at protecting, restoring and improving the quality of the environment in line with the European Green Deal and recent policy developments. The specific objective is to cover one or more of the following topics as fully defined in section 2 of th"
eu funding & tenders|life-2026-sap-clima|life-2026-sap-clima-cca|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/life-2026-sap-clima-cca|climate change adaptation,EU Funding & Tenders,European Commission,LIFE Climate Action - Standard Action Projects (SAP),LIFE-2026-SAP-CLIMA,LIFE-2026-SAP-CLIMA-CCA,Climate Change Adaptation,LIFE Project Grants,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/LIFE-2026-SAP-CLIMA-CCA,2026-04-21,2026-09-22,2026-09-10,2026-09-11,2026-09-10;2026-09-11,2,yes,Open,ORANGE - due <=14 days,11,4,"agriculture, water","Climate Change Adaptation Climate Change Adaptation Climate Change Adaptation Expected Outcome: Efficient delivery of the quantified objectives by the end of the project. Objective: Projects under this strand should help to achieve the long-term vision of the new EU Strategy on Adaptation to Climate Change that, in 2050, the EU will be a climate-resilient society which is fully adapted to the unavoidable impacts of climate change. Projects should help to reinforce adaptive capacity, strengthen resilience, and reduce vulnerability, in line with the Paris Agreement and the European Climate Law. Scope: Areas of Intervention: Support to the implementation of climate adaptation policies and the r"
eu funding & tenders|horizon-miss-2026-05|horizon-miss-2026-05-soil-02|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-miss-2026-05-soil-02|antimicrobial resistance and antibiotic biosynthesis in soils: developing key understanding and counteractive strategies using a one-health approach,EU Funding & Tenders,European Commission,Supporting the implementation of the Soil Deal for Europe Mission,HORIZON-MISS-2026-05,HORIZON-MISS-2026-05-SOIL-02,Antimicrobial resistance and antibiotic biosynthesis in soils: developing key understanding and counteractive strategies using a One-Health approach,HORIZON Research and Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2026-05-SOIL-02,2026-02-04,2026-09-23,2026-09-10,2026-09-11,2026-09-10;2026-09-11,2,yes,Open,ORANGE - due <=14 days,12,3,"biodiversity, pollution","Antimicrobial resistance and antibiotic biosynthesis in soils: developing key understanding and counteractive strategies using a One-Health approach Antimicrobial resistance and antibiotic biosynthesis in soils: developing key understanding and counteractive strategies using a One-Health approach Antimicrobial resistance and antibiotic biosynthesis in soils: developing key understanding and counteractive strategies using a One-Health approach Expected Outcome: Activities under this topic will help progress towards the objectives and targets of the Mission Soil and of the EU Soil Strategy for 2030 , the Zero Pollution Action Plan , the European One Health Action Plan against antimicrobial res"
eu funding & tenders|horizon-miss-2026-1|horizon-miss-2026-01-clima-05|https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/horizon-miss-2026-01-clima-05|demonstrating solutions to protect and preserve cultural heritage from the impacts of climate change,EU Funding & Tenders,European Commission,Supporting the implementation of the Adaptation to Climate Change Mission,HORIZON-MISS-2026-1,HORIZON-MISS-2026-01-CLIMA-05,Demonstrating solutions to protect and preserve cultural heritage from the impacts of climate change,HORIZON Innovation Actions,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/HORIZON-MISS-2026-01-CLIMA-05,2026-02-04,2026-09-23,2026-09-10,2026-09-11,2026-09-10;2026-09-11,2,yes,Open,ORANGE - due <=14 days,12,10,cultural heritage climate adaptation targeted scout,Cultural heritage climate adaptation: EO/geospatial monitoring can support risk mapping and preservation planning.
